PM2.5,PM10,NO2,SO2,CO,O3,AQI
121.29,162.22,41.39,11.09,0.37,67.91,301.2230769
48.87,81.59,49.86,29.88,6.48,87.1,87.1
148.66,40.58,38.89,9.92,3.04,187.24,322.2769231
52.7,174.75,19.93,25.24,0.72,68.2,150.1666667
51.7,26.02,14.79,37.53,4.35,82.78,85.5
8.91,66.47,69.26,3.73,1.62,164.94,196.4328358
139.17,158.01,9.29,45.49,3.73,163.04,314.9769231
66.43,130.84,48.31,2.29,4.29,20.05,120.8933333
8.43,156.84,82.9,23.01,9.41,197.12,273.1025641
93.56,68.6,53.87,31.84,0.83,170.03,209.5333333
82.02,169.72,59.33,31.14,1.34,45.11,171.0666667
147.92,58.66,92.81,1.92,5.94,197.97,321.7076923
82.96,34.84,93.94,35.85,4.99,105.28,174.2
137.13,47.63,44.83,32.11,2.07,152.77,313.4076923
127.87,29.6,17.96,35.61,4.81,46.94,306.2846154
130.91,127.79,10.9,36.21,3.79,165.03,308.6230769
103.97,68.8,68.92,9.72,5.13,65,244.2333333
10.2,152.09,44.01,6.95,4.46,184.68,241.2051282
107.98,25.47,70.61,30.48,6.44,157.22,257.6
99.54,19.48,56.28,8.27,1.25,30.18,229.4666667
52.23,104.55,48.93,19.28,0.32,96.44,103.3666667
126.12,22.94,10.36,45.58,0.72,121.59,304.9384615
60.78,110.27,64.51,24.02,8.46,190.84,257
102,70.36,27.59,43.58,9.9,48.82,237.6666667
131.82,122.71,75.89,29.21,6.52,36.59,309.3230769
84.6,51.07,77.32,31.9,3.52,186.22,245.1538462
33.82,140.85,50.65,4.62,1.18,107.92,127.5666667
93.69,149.47,94.61,6.04,1.36,189.92,254.6410256
143.79,53.79,59.6,45.57,5.9,146.92,318.5307692
133.58,116.56,16.73,40.87,4.68,120.61,310.6769231
85.16,111.13,76.01,44.83,7.01,113.7,181.5333333
25.44,178.07,7.74,1.26,5.1,83.19,152.38
46.21,142.21,70.42,48.01,1.14,49.62,128.4733333
142.12,85.39,50.82,33.01,5.58,182.05,317.2461538
118.48,81.35,32.54,20.35,4.26,116.07,292.6
48.67,109.97,72.73,24.15,0.96,107.57,110.8059701
25.82,69.16,44.66,28.83,5.54,101.69,102.0298507
27.94,79.63,81.02,18.5,1.87,96.93,101.02
143.7,96.83,62,16.99,9.08,87.83,318.4615385
115.61,146.13,54.08,32.85,7.78,127.36,283.0333333
115.53,147.59,72.1,3.95,9.27,75.16,282.7666667
66.34,190.61,74.11,45.76,4.68,74.2,160.74
11.58,58.83,41.54,45.41,0.97,87.23,87.23
100.89,45.92,60.86,4.05,5.98,109.43,233.9666667
52.8,23.61,92.93,20.48,1.02,119.67,128.8656716
56.68,149.27,35.43,48.46,9.94,56.82,133.18
77.62,50.62,76.11,15.89,5.31,129.41,156.4
103.04,39.72,48.89,36.93,1.16,89.19,241.1333333
36.24,102.22,28.73,22.67,4.42,166.94,199.4179104
42.71,98.09,49.6,4.02,8.5,109.43,113.5820896
50.09,47.45,81.46,5.55,8.86,57.79,101.46
130.36,132.52,5.58,47.35,0.37,112.39,308.2
47.38,23.54,73.78,16.9,5.41,31.86,91.975
16.31,148.38,12.05,35.7,7.39,23.01,132.5866667
89.76,14.62,31.99,38.13,4.45,188.9,252.025641
47.91,102.55,85.31,3.32,2.78,127.73,140.8955224
41.41,165.56,79.42,33.66,6.6,133.63,149.7014925
103.62,114.84,23.97,36.5,5.07,171.28,243.0666667
81.23,12.14,77.79,7.44,8.07,56.01,168.4333333
134.3,167.76,55.25,33.68,6.3,40.19,311.2307692
128.38,48.96,16.63,10.38,3.3,97.31,306.6769231
17.56,153.51,11.88,26.5,7.49,142.05,162.2686567
43.84,73.46,99.94,32.97,3.35,65.12,119.94
71.95,150.52,74.29,4.4,6.95,49.1,137.5
59.85,42.77,65.44,20.24,4.93,88.68,99.08333333
113.4,64.7,71.97,30.69,3.29,117.86,275.6666667
12.9,180.74,9.93,43.63,9.85,46.32,154.16
14.87,29.03,18.38,21.58,7.87,32.38,32.38
131.44,64.91,88.68,42.19,4.91,57.32,309.0307692
121.73,40.55,40.62,9.6,8,113.2,301.5615385
79.49,49.59,6.12,23.97,8.07,54.09,162.6333333
81.66,166.12,55.34,43.33,8.24,154.87,181.4029851
35.17,60.04,76.81,28.03,4.96,65.22,95.7625
114.9,128.68,68.48,25.43,1.35,117.07,280.6666667
58.8,35.64,25.36,17.15,4.64,90.3,97.33333333
14,160.09,8.02,43.34,0.39,15.14,140.3933333
58.56,121.56,18.38,22.69,5.61,46.2,114.7066667
44.97,12.37,47.91,17.67,3.54,152.62,178.0447761
117.52,156.82,74.84,4.1,0.65,179.84,289.4
52.38,177.86,20.6,47.64,8.92,17.17,152.24
108.28,63.71,61.29,38.33,7.08,105.62,258.6
133.24,62.72,16.6,40.63,9.02,81.54,310.4153846
142.54,105,10.63,24.27,3.85,18.49,317.5692308
33.47,26.45,62.97,36.21,0.5,101.18,101.2686567
16.82,33.26,51.3,34.38,4.26,14.38,63.875
7.37,48.44,27.04,24.71,9.48,189.8,254.3333333
81.25,184.02,94.59,28.9,5.92,147.43,170.2985075
102.76,79.16,92.05,11.75,0.51,112.8,240.2
118.92,191.82,80.85,10.7,8.65,168.24,294.0666667
85.81,150.36,97.06,42.72,9.67,186.49,245.8461538
18.21,134.15,34.23,44.37,8.21,188.17,250.1538462
6.17,82.44,9.47,15.02,6.13,100.01,82.44
83.45,18.97,75.78,10.15,6.16,54.28,175.8333333
59.81,177.68,30.29,47.09,9.16,159.98,189.0298507
102.49,195.1,89.4,37.21,7.53,15.1,239.3
7.94,177.59,67.5,2.38,4.83,49.78,152.06
84.56,111.56,93.94,13.81,1.47,58.04,179.5333333
35.2,17.19,46.7,25.78,2.77,160.09,189.1940299
51.68,28.06,72.75,27.54,7.1,44.01,90.6875
130.94,139.47,10.55,35,8.42,54.17,308.6461538
90.32,74.84,85.29,26.63,1.35,62.3,105.29
141.53,177.24,95.46,30.9,6.76,199.76,316.7923077
38.88,123.23,49.9,34.85,5.38,178.62,225.6666667
74.99,134.54,68.86,15.05,7.73,182.3,235.1025641
44.38,189.66,31.33,36.37,7.85,19.39,160.1066667
131.28,23.13,77.1,14.45,0.36,66.28,308.9076923
13.4,122.56,57.01,37.06,6.11,51.51,115.3733333
87.73,186.09,36.96,42.21,5.35,49.02,190.1
26.95,17.46,80.48,33.9,1.82,140.68,160.2238806
105.66,34.8,36.92,42.9,8.88,143.96,249.8666667
18.7,173.26,20.19,33.85,2.28,109.8,149.1733333
40.95,60.48,90.55,36.83,8.43,85.44,110.55
98.67,47.05,42.14,27,7.54,56.81,226.5666667
72.82,10.45,75.13,20.53,4.14,55.19,140.4
105.35,137.29,66.58,31.49,3.41,143.55,248.8333333
51.06,129.28,20.3,22.83,1.15,65.51,119.8533333
97.12,136.94,19.54,47.86,4.47,154.24,221.4
8.64,154.47,80.08,32.76,8.66,38.26,136.6466667
129.27,131.09,57.8,12.5,9.46,114.53,307.3615385
105.76,168.43,90.57,25.61,4.43,139.48,250.2
78.69,46.86,66.1,3.67,3.32,41.89,159.9666667
12.35,119.44,34.97,25.85,5.28,170.37,204.5128205
124.78,131.59,42.81,41.34,1.49,195.43,303.9076923
22.06,123.19,29.68,1.18,6.91,62.22,115.7933333
61.38,111.43,28.19,19.85,5.38,64.18,107.9533333
81.06,91.43,40.24,45.15,0.9,83.33,167.8666667
116.87,77.01,62.74,45.99,7.22,179.8,287.2333333
91.22,59.04,44.59,7.67,5.71,95.66,201.7333333
103.17,158.02,5.3,11.99,3.04,28.33,241.5666667
117.29,78.12,53.9,4.66,8.33,97.52,288.6333333
81.17,52.23,48.73,39.51,2.27,76.3,168.2333333
31.56,13.34,72.22,20.63,0.97,11.99,90.025
113.55,185.65,7.91,38.95,1.04,72.93,276.1666667
63.1,185.21,44.47,49.95,2.57,19.28,157.14
90.07,165.7,23.19,14.51,9.39,10.09,144.1333333
44.57,17.07,13.14,42.96,4.06,148.03,171.1940299
142.29,100.29,89.74,38.36,6.55,155.2,317.3769231
62.94,43.69,42.21,17.41,5.87,79.97,107.4666667
77.02,153.13,51.32,49.13,4.44,45.52,154.4
41.1,51.13,7.95,1.64,6.92,188.28,250.4358974
116.67,87.1,86.72,5.34,6.46,93.13,286.5666667
96.21,170.45,43.05,46.46,9.88,58.61,218.3666667
12.1,59.9,55.56,38.15,6.12,112.81,118.6268657
26.51,10.62,28.24,44.74,5.27,154.68,181.119403
64.84,197.2,55.85,26.8,0.21,109.68,165.1333333
125.76,162.29,56.57,6.11,8.29,26.52,304.6615385
129.28,183.47,5.03,4.52,7.71,11.53,307.3692308
140.36,184.74,99.97,37.85,1.19,91.89,315.8923077
135.99,62.94,6.37,25.85,5.66,153.19,312.5307692
52.98,99.01,8.7,41.13,9.1,164.04,195.0895522
13.91,183.88,52.3,30.61,6.27,198.68,277.1025641
34.78,67.46,86.77,33.87,3.69,103.01,106.77
90.2,44.55,98.34,9.86,5.15,179.91,228.974359
125.2,55.15,83.95,6.52,0.87,123.4,304.2307692
56.82,131.3,24.75,14.63,5.18,19.93,121.2
104.79,25.51,48.41,32.77,9.15,182.95,246.9666667
122.86,136.52,33.91,32.74,4.87,192.65,302.4307692
60.02,12.33,64.76,3.13,6.22,166.34,198.5223881
126.8,59.95,30.71,42.97,9.32,170.56,305.4615385
74.44,128.91,40.99,46.55,9.92,182.75,236.2564103
109.39,111.95,29.45,29.86,7.78,21.44,262.3
11.99,139.96,32.2,24.02,7.44,85.19,126.9733333
39.19,79.22,58.23,34.39,8.2,193.83,264.6666667
9.46,155.37,78.12,34.21,7.09,41.41,137.2466667
73.21,195.52,67.32,47.02,5.16,161.63,191.4925373
67.36,166,48.98,11.39,9.07,60.9,144.3333333
66.47,89.42,73.34,15.32,2.05,133.24,149.119403
133.36,195.9,5.22,43.97,3.81,191.92,310.5076923
17.59,88.7,88.57,6.93,2,20.44,108.57
71.58,65.74,52.96,2.64,2.44,167.65,200.4776119
129.83,164.8,65.04,29.65,9.07,20.12,307.7923077
28.67,85.3,34.27,37.8,7.05,140.22,159.5373134
48.7,26.75,78.92,30.83,9.47,155.15,181.8208955
24.21,58.02,29.93,31.01,3,79.02,79.02
27.95,99.11,47.86,3.66,2.63,33.13,99.11
121.56,20.04,39.49,28.95,1.13,191.18,301.4307692
10.21,138.76,62.47,40.04,3.82,151.91,176.9850746
37.08,172.97,69.15,12.75,5.35,19.92,148.98
54.18,22.19,17.15,20.71,0.89,195.34,268.5384615
88.15,117.39,95.26,7.51,9.33,32.24,191.5
40.53,25.85,57.01,40.02,8.74,42.12,71.0125
144.75,190.37,5.52,39.25,6.13,25.8,319.2692308
5.21,134.47,49.29,35.82,4.42,39.82,123.3133333
56.63,84.68,55.5,26.34,5.75,59.17,93.71666667
79.77,134.72,51.22,20.95,7.98,181.69,233.5384615
109.71,193.67,14.8,18.39,4.99,62.71,263.3666667
134.85,161.22,5.08,44.17,3.43,72.8,311.6538462
97.68,15.77,70.26,32.61,4.91,13.66,223.2666667
29.22,119.54,99.15,1.67,8.72,24.21,119.15
99.26,91.31,28.82,35.73,1.53,15.96,228.5333333
18.54,80.03,11.55,8.62,4.48,30.49,80.03
107.33,110.93,32.01,48.9,9.53,168.34,255.4333333
44.29,36.24,38.63,15.84,3.17,166.31,198.4776119
58.52,198.65,60.09,9.93,0.43,48.65,166.1
121.47,52.54,17.84,12.42,2.43,56.99,301.3615385
13.82,55.02,94.45,15.76,5.74,195.1,267.9230769
128.82,46.97,70.88,2.83,1.77,43.98,307.0153846
47.21,140.49,92.75,27,7.76,193.96,265
50.77,73.88,12.74,10.16,9.15,116.7,124.4328358
41,119.26,77.18,16.32,6.71,10.87,113.1733333
104.27,55.08,57.3,32.56,6.28,163.91,245.2333333
31.85,88.86,43.77,49.71,3.73,26.93,88.86
124.36,183.51,97.14,48.77,2.64,144.93,303.5846154
143.47,145.28,90.06,28.24,8.86,154.08,318.2846154
61.18,62.5,95.46,23.29,3.8,190.89,257.1282051
144.36,29,73.86,16.23,0.14,157,318.9692308
6.42,122.93,76.97,41.84,6.26,150.27,174.5373134
10.06,111.41,51.49,48.09,1.93,173.24,211.8717949
85.02,63.55,81.18,25.51,1.04,43.84,181.0666667
46.7,186.68,29.73,16,4.45,83.12,158.12
82.37,173.34,54.72,26.37,8.13,111.74,172.2333333
33.85,143.14,99.11,42.18,7.43,198.06,275.5128205
35.13,132.84,97.99,3.05,0.94,139.68,158.7313433
25.61,32.92,79.95,39.98,3.43,155.7,182.641791
97.24,167.3,57.38,35.55,9.26,76.69,221.8
43.01,123.9,49.85,44.09,4.37,120.82,130.5820896
84.6,89.81,63.98,19.48,4.02,53.94,179.6666667
130.01,193.08,93.97,28.28,3.58,149.74,307.9307692
36.91,65.61,35.55,41.75,4.47,18.56,65.61
104.88,18.39,54.2,16.87,2.29,161.74,247.2666667
35.98,119.26,62.28,1.9,0.96,90.49,113.1733333
108.93,109.57,98.17,45.78,3.94,181.19,260.7666667
109.04,158.61,45.62,11.16,5.22,129.81,261.1333333
112.17,12.22,9.66,42.96,3.08,194.38,271.5666667
20.9,28.93,28.4,6.41,9.94,158.36,186.6119403
67.49,174.97,78.2,33.12,5.57,48.92,150.3133333
59.81,177.68,27.73,35.45,1.57,84.17,152.12
35.15,88.78,47.75,5.4,7.92,34.53,88.78
86.01,196.73,50.54,14.67,5.25,73.37,184.3666667
34.29,181.72,40.54,42.96,1.39,15.11,154.8133333
125.91,118.1,54.81,43.11,0.63,89.54,304.7769231
39.32,144.33,96.47,7.03,7.18,158.79,187.2537313
107.87,43.34,37.04,20.7,1.39,41.58,257.2333333
8.1,159.81,18.16,10.28,0.47,16,140.2066667
45.47,34.59,9.18,45.59,7.3,159.16,187.8059701
123.4,73.31,42.95,27.49,8.92,99.8,302.8461538
55.8,40.98,15.68,49.57,3.28,160.18,189.3283582
49.85,27.9,16.89,25.01,7.82,56.76,82.41666667
74.12,165.06,67.31,4.35,9.75,160.82,190.2835821
13.06,53.04,93.44,36.94,5.28,102.13,113.44
31.48,78.93,52.44,12.17,1.56,149.23,172.9850746
73.52,31.48,82.98,29.93,3.8,78.96,142.7333333
52.02,39.88,81,8.22,5.65,165.09,196.6567164
122.87,123.43,7.32,13.84,6.35,84.22,302.4384615
73.34,197,88.32,49.94,3.44,89.27,165
44,91.01,42.33,29.82,2.21,110.65,115.4029851
14.97,42.4,67.63,44.31,6.04,178.21,224.6153846
55.63,175.15,72.96,39.37,6.2,107.76,150.4333333
76.77,154.58,50.28,13.89,1.98,78.64,153.5666667
114.8,34.08,23.37,20.03,6.75,51.48,280.3333333
138.8,190.55,6.15,31.75,2.2,171.7,314.6923077
30.87,76.16,62.27,29.07,0.63,51.92,77.5875
95.28,96.34,92.01,21.83,7.88,187.4,248.1794872
112.75,199.87,57.96,13.17,8.65,27.08,273.5
7.92,140.74,14.98,16.35,2.18,19.09,127.4933333
70.32,52.68,16.06,13.52,4.89,51.5,132.0666667
97.46,151.99,46.55,38.96,9.13,135.95,222.5333333
80.69,117.57,93.16,17.31,1.18,44.7,166.6333333
149.31,77.27,95.5,43.08,6.68,88.74,322.7769231
5.53,166.93,61.34,13.65,5.73,39.59,144.9533333
66.35,172.63,9.61,30.48,5.25,183.92,239.2564103
84.51,72.18,37.76,41.51,3,132.49,179.3666667
5.24,99.08,9.45,43.37,1.12,125.04,136.880597
120.07,98.47,7.8,9.91,8.94,160.06,189.1492537
10.5,80.13,65.73,27.94,7.62,78.15,81.9125
73.89,175.27,48.15,20.11,4.02,91.04,150.5133333
87.99,179.1,25.47,48.52,9.71,106.3,190.9666667
62,193.05,64.47,42.39,6.32,72.04,162.3666667
31.93,126.27,32.17,18.98,4.33,108.67,117.8466667
93.7,61.45,60.53,31.42,7.55,159.29,210
65.25,169.64,6.2,20.36,2.19,70.8,146.76
111.96,35.71,72.06,22.46,7.15,59.61,270.8666667
133.6,50.1,72.16,1.84,6.62,47.73,310.6923077
84.39,109.63,10.33,23.15,8.06,146.31,178.9666667
109.01,81.65,28.32,1.22,2.15,13.68,261.0333333
84.38,78.64,45.52,16.24,4.44,113.24,178.9333333
140.45,76.84,63.7,21.13,1.17,58.19,315.9615385
67.1,40.13,98.06,24.77,7.99,34.16,121.3333333
12.5,199.51,45.78,31.39,7.85,99.26,166.6733333
121.88,175.85,94.39,46.76,6.43,37.44,301.6769231
19.53,142.1,6.62,31.27,1.28,69.22,128.4
6.93,23.93,53.81,38.25,7.33,164.4,195.6268657
23.4,105.04,90.57,12.16,4.67,131.92,147.1492537
122.2,95.5,58.98,24.59,9.41,194.09,301.9230769
129.16,74.98,8.07,21.86,9.57,87.51,307.2769231
44.83,79.62,78.5,17.43,9.97,20.82,97.875
90.14,180.59,15.52,35.08,8.97,83.66,154.06
15.08,179.44,48.77,31.32,9.9,109.56,153.2933333
128.8,92.43,77.2,32.61,7.94,14.95,307
102.95,142.2,75.11,30.26,0.58,162.86,240.8333333
31.15,79.33,9.04,13.23,5.21,178.3,224.8461538
97.55,123.36,30.69,24.91,7.19,15.8,222.8333333
96.3,148.43,45.13,47.16,7.12,132.26,218.6666667
50.59,26.6,76.05,8.02,7.34,10.91,94.8125
68.47,87.82,81.01,32.72,5.89,83.14,125.9
77.09,86.34,9.34,46.97,2.92,20.73,154.6333333
101.98,88.45,17.21,44.88,9.26,197.99,275.3333333
51.51,170.83,51.12,42.31,8.11,26.7,147.5533333
46,112.36,7.27,17.16,7.3,106.29,108.8955224
28.74,88.12,74.97,47.16,2.11,135.42,152.3731343
54.63,166.61,73.84,10.64,1.05,77.17,144.74
33.88,10.08,99.45,43.33,0.44,185.44,243.1538462
114.25,162.26,30.91,15.06,5.35,197.63,278.5
7.74,176.6,13.04,21.5,5.74,65.39,151.4
16.27,32.79,25.64,37.47,1.43,26.16,46.8375
134.32,33.24,94.92,37.97,2.93,160.44,311.2461538
74.11,56.72,7.44,32.73,8.03,120.43,144.7
122.7,183.13,77.56,17.35,8.62,193.41,302.3076923
44.01,175.84,94.9,40.82,2.51,135.73,152.8358209
49.97,99.39,47.34,24.23,6.69,110.02,114.4626866
38.36,68.69,33.25,28.63,1.91,103.79,105.1641791
31.98,130.06,79.54,16.54,1.74,96.95,120.3733333
135.68,63.16,39.64,19.27,3.18,119.16,312.2923077
99.77,174.97,98.81,3.33,4.01,107.15,230.2333333
10.02,163.37,35.26,27.3,5.54,33.16,142.58
13.66,38.44,29.37,1.33,1.36,116.04,123.4477612
55.86,115.44,68.68,30.95,9.69,100.07,110.6266667
94,93.23,20.71,45.22,4.82,158.37,211
23.35,116.89,28.6,37.21,4.41,172.52,210.025641
63.87,117.46,96.77,31.1,0.42,112.52,118.1940299
51.48,146.85,40.61,13.53,1.66,127.47,140.5074627
114.9,67.59,63.78,34.77,9.09,118.95,280.6666667
100.09,113.44,78.69,33.57,7.47,73.62,231.3
142.98,48.68,5.39,49.91,2.24,127.71,317.9076923
27.87,32.73,50.41,45.37,3.78,13.47,62.7625
143.52,189.57,63.49,14.05,6.82,159.38,318.3230769
146.54,22.75,45.28,24.11,6.98,26.18,320.6461538
66.21,183.49,39.52,45.55,4.17,170.38,204.5384615
45.91,155.02,66.47,14.23,4.28,38.54,137.0133333
7.1,192.06,57.85,40.9,3.19,112.93,161.7066667
85.34,102.28,43.67,16.4,9.35,72.38,182.1333333
31.82,82,68.78,27.37,0.68,123.39,134.4179104
122.99,109.87,38.76,18.56,8.59,10.97,302.5307692
83.74,139.25,81.71,8.67,4.56,123.09,176.8
94.98,192.41,74.53,41.28,9.6,146.2,214.2666667
119.44,33.24,74.59,35.16,4.99,38.96,295.8
79.66,76.51,51.62,16.21,3.3,152.52,177.8955224
118.16,64.68,38.61,34.5,2.15,14.4,291.5333333
14.45,15.16,60.45,24.23,8.62,181.65,233.4358974
53.22,46.4,11.02,6.05,8.74,113.12,119.0895522
140.54,126.67,51.14,9.35,3.85,74.44,316.0307692
128.57,99.71,35.46,23.89,7.31,22.85,306.8230769
139.71,89.94,29.29,40.1,9.94,83.39,315.3923077
122.72,180.74,72.51,25.36,1.23,185.56,302.3230769
84.14,28.36,85.39,40.33,5.27,133.94,178.1333333
144.83,107.33,51.3,3.32,4.65,10.79,319.3307692
147.07,61.32,84.91,13.33,4.66,42.08,321.0538462
51.69,47.67,7.76,43.77,8.21,59.31,85.48333333
66.08,95.92,24.08,19.46,6.58,58.98,117.9333333
38.89,138.88,38.37,31.12,3.25,186,244.5897436
50.08,83.58,69.09,4.74,1.78,121.56,131.6865672
59.73,159.27,70.44,12.87,4.78,125.5,139.8466667
128.71,77.22,52.63,6.58,2.71,150.88,306.9307692
55.01,46.89,51.28,29.53,1.53,31.16,91.01666667
50.18,18.6,21.53,25.26,5.41,98.46,98.46
56.31,27.23,79.28,6.97,1.53,105.24,107.3283582
14.66,106.62,5.74,32.9,2.82,43.13,104.7466667
26.95,189.96,67.6,37.35,5.14,81.66,160.3066667
146.95,135.51,82.45,9.49,0.7,130.48,320.9615385
135.36,65.7,10.78,22.92,0.57,134.53,312.0461538
8.51,110.19,76.14,27.83,8.04,39.64,107.1266667
117.78,21.72,82.96,12.89,5.39,51.59,290.2666667
115.36,134.66,63.42,17.38,6.7,95.21,282.2
109.26,25.86,50.04,9.32,4.95,50.73,261.8666667
84.83,180.38,53.34,30.75,6.55,94.06,180.4333333
42.41,153.83,57.86,36.52,0.41,137.79,155.9104478
82.22,92.75,67.74,23.49,8.4,134.34,171.7333333
88.03,20.86,8.73,2.36,3.13,158.77,191.1
144.89,119.95,64,47.19,2.85,23.43,319.3769231
40.48,38.61,70.65,32.02,9.07,18.63,88.0625
96.51,141.7,99.81,17,5.57,48.16,219.3666667
117.56,11.49,47.21,48.23,5.37,90.83,289.5333333
129,30.94,39.56,20.3,0.19,127.55,307.1538462
35.81,119.71,95.58,46.77,0.98,95.18,115.58
9.65,197.37,81.24,1.11,7.42,104.51,165.2466667
45.49,187,31.36,29.92,5.08,176.23,219.5384615
81.8,121.04,77.77,47.25,2.94,177.47,222.7179487
123.46,116.33,42.66,12.01,7.86,89.99,302.8923077
65.98,29.64,23.09,16.19,7.58,100.54,117.6
122.09,38.23,27.3,17.43,0.53,121.72,301.8384615
142.3,10.8,8.77,12.54,9.78,125.97,317.3846154
24.39,167.93,50.54,47.01,5.28,84.58,145.62
85.17,66.59,17.2,24.96,2.32,196.05,270.3589744
124.35,68.53,31.5,45.46,0.97,134.02,303.5769231
39.39,165.19,96.96,7.21,3.32,119.1,143.7933333
31.74,48.94,10.08,29.8,4,139.24,158.0746269
75.97,27.96,80.25,26.94,4.51,147.98,171.119403
20.97,120.99,18.59,42.38,6.21,34.57,114.3266667
57.2,198.86,80.75,15.62,1.71,136.88,166.24
141.5,136,34.25,24.13,3.14,166.25,316.7692308
78.63,151.75,31.11,7.6,2.37,21.72,159.7666667
109.19,50.92,99.47,3.62,2.45,103.82,261.6333333
122.17,15.31,36.35,37.21,2.03,187.98,301.9
49.68,43.67,7.7,16.53,9.77,137.64,155.6865672
57.43,82.37,11.24,17.97,2.89,47.28,95.05
141.35,118.88,70.69,41.38,3.38,124.26,316.6538462
149.14,105.14,71.81,1.55,7.69,18.28,322.6461538
6.93,63.18,78.15,43.01,9.48,105.05,107.0447761
106.55,184.22,50.97,4.93,7.34,190.81,256.9230769
47.2,174.96,26.67,6.76,8.29,188.55,251.1282051
52.84,136.37,10.89,22.67,3.8,130.66,145.2686567
69.8,63.55,32.41,28.31,0.9,157.26,184.9701493
49.2,188.82,87.64,3.98,4.65,27.99,159.5466667
56.85,72.67,70.79,49.33,3.23,105.48,107.6865672
65.64,87.33,66.93,21.57,8.29,137.1,154.880597
141.21,84.88,41.07,20.84,1.96,198.44,316.5461538
77.91,41.1,45.79,35.62,0.47,169.34,201.8717949
126.19,96.58,23.8,7.47,3.11,180.18,304.9923077
88.66,140.56,30.14,38.7,3.89,122.6,193.2
149.81,182.66,68.84,8.24,9.99,51.18,323.1615385
117.55,138.84,66.42,25.72,0.95,55.08,289.5
90.71,163.05,75.74,38.72,5.17,110.98,142.3666667
76.46,154.18,9.86,8.11,4.66,92.23,152.5333333
139.72,161.39,50.94,32.57,4.88,58.4,315.4
130.77,163.17,70.46,14.58,6.55,33.95,308.5153846
37.81,161.3,44.91,10.42,3.97,132.27,147.6716418
148.28,33.84,31.1,18.9,8.45,33.67,321.9846154
6.09,155.5,60.77,15.72,1.64,116.59,137.3333333
105.35,179.02,22.78,39.05,1.55,124.61,248.8333333
64.4,157.34,42.39,49.05,9.48,83.5,138.56
43.97,107.33,33.7,30.01,9.23,57.32,105.22
123.97,77.56,69.97,14.25,8.97,76.05,303.2846154
140.47,49.38,39.79,18.69,2.87,44.44,315.9769231
82.49,27.66,67.37,2.3,3.65,104.9,172.6333333
67.38,30.76,49.41,7.46,6.61,134.24,150.6119403
77.69,80.53,95.32,47.89,4.73,125.78,156.6333333
115.15,124.28,30.94,15.45,3.92,144.33,281.5
95.3,88.96,17.43,5.74,5.19,24.48,215.3333333
103.59,126.72,32.72,4.57,5.55,16.13,242.9666667
123.98,74.5,65.08,23.18,6.83,96.92,303.2923077
98.66,56.63,15.78,17.94,9.57,146.09,226.5333333
90.02,186.03,49.47,7.31,3.31,176.2,219.4615385
31.72,72.52,95.86,11.25,0.51,169.17,201.4358974
91.98,184.65,56.88,47.38,8.62,176.5,220.2307692
10.12,25.91,55.45,49,9.49,136.5,153.9850746
145.01,59.27,42.57,34.85,5.51,192.61,319.4692308
116.59,196.9,27.17,25.26,8.99,144.63,286.3
87.7,63.17,63.25,47.07,8.89,184.03,239.5384615
73.92,86.95,76.06,16.13,2.38,24.43,144.0666667
141.22,65.3,21.46,17.66,7.5,130.64,316.5538462
98.5,137.39,97.35,47.83,7.19,96.46,226
104.08,90.27,66.77,40.68,1.57,51.48,244.6
108.28,34.35,67.95,29.92,6.78,66.59,258.6
145.18,145.31,25.4,12.69,6.44,197.96,319.6
147.31,177.78,92.02,29.18,8.09,20.84,321.2384615
54.63,129.65,76.98,24.72,0.14,166.25,198.3880597
132.64,196.15,77.76,26.89,2.37,189.85,309.9538462
120.01,126.03,59.29,15.65,0.31,50.79,117.6866667
132.82,120.11,18.79,8.67,9.49,68.17,310.0923077
45.36,131.52,86.11,11.38,2.67,52.62,121.3466667
98.83,160.95,35.95,40.91,4.1,154.9,227.1
89.33,44.85,63.76,33.69,1.77,99.94,195.4333333
101.65,55.86,82.18,46.64,1.4,182.32,236.5
50.99,84.18,36.13,1.57,7.6,77.44,84.31666667
143.3,159.61,23.7,19.18,4.32,125.32,318.1538462
30.41,192.76,11.31,40.88,1.72,16.17,162.1733333
70.62,38.37,85.72,9.34,6.85,160.01,189.0746269
61.34,143.75,30.6,25.28,8.07,162.73,193.1343284
93.88,131.25,19.42,26.66,3.45,12.23,210.6
57.37,127.05,93.29,11.6,8.73,122.75,133.4626866
58.51,118.28,82.88,6.07,2.63,68.58,112.52
19.29,167.35,6.31,45.57,5.09,89.69,145.2333333
79.41,21.68,33.56,1.06,1.87,98.63,162.3666667
27.14,90.54,88.05,17.59,3.73,53.14,108.05
76.7,75.8,30.41,37.75,4.87,162.65,193.0149254
140.16,78.24,61.18,29.03,2.03,40.91,315.7384615
107.38,154.42,88.63,17.89,6.57,145.98,255.6
79.96,11.9,17.98,15.4,7.02,149.58,173.5074627
120.06,95.5,39.41,32.46,9.51,137.48,155.4477612
107.72,88.94,25.64,41.84,6.78,60.12,256.7333333
89.6,95.46,23.19,25.41,2.08,65.08,196.3333333
93.21,56.02,87.4,2.86,4.36,77.27,208.3666667
120.21,104.44,14.06,22.47,7.33,102.33,103.2933333
24.1,171.57,71.91,29.56,7.47,182.11,234.6153846
114.55,157.53,76.11,18.62,1.25,152.4,279.5
